config,alignment,loss,repr_mode,theta_deg,eer,delta_eer
A0_softmax,A0,softmax,raw_ply,0,0.10246212121212121,0.0
A0_softmax,A0,softmax,raw_ply,30,0.12878787878787878,0.026325757575757572
A0_softmax,A0,softmax,raw_ply,60,0.17878787878787877,0.07632575757575756
A0_softmax,A0,softmax,raw_ply,90,0.3865530303030303,0.28409090909090906
A0_softmax,A0,softmax,raw_ply,180,0.42140151515151514,0.3189393939393939
A0_arcface,A0,arcface,raw_ply,0,0.10984848484848485,0.0
A0_arcface,A0,arcface,raw_ply,30,0.1181818181818182,0.008333333333333345
A0_arcface,A0,arcface,raw_ply,60,0.22178030303030302,0.11193181818181817
A0_arcface,A0,arcface,raw_ply,90,0.3873106060606061,0.2774621212121212
A0_arcface,A0,arcface,raw_ply,180,0.38522727272727275,0.2753787878787879
A1_softmax,A1,softmax,align_center,0,0.014583333333333334,0.0
A1_softmax,A1,softmax,align_center,30,0.015151515151515152,0.0005681818181818184
A1_softmax,A1,softmax,align_center,60,0.10246212121212121,0.08787878787878788
A1_softmax,A1,softmax,align_center,90,0.3215909090909091,0.30700757575757576
A1_softmax,A1,softmax,align_center,180,0.33825757575757576,0.3236742424242424
A1_arcface,A1,arcface,align_center,0,0.006628787878787879,0.0
A1_arcface,A1,arcface,align_center,30,0.0,-0.006628787878787879
A1_arcface,A1,arcface,align_center,60,0.06136363636363636,0.05473484848484848
A1_arcface,A1,arcface,align_center,90,0.37670454545454546,0.37007575757575756
A1_arcface,A1,arcface,align_center,180,0.4232954545454546,0.4166666666666667
A2_softmax,A2,softmax,align_centerscale,0,0.0005681818181818182,0.0
A2_softmax,A2,softmax,align_centerscale,30,0.0003787878787878788,-0.00018939393939393937
A2_softmax,A2,softmax,align_centerscale,60,0.03143939393939394,0.030871212121212122
A2_softmax,A2,softmax,align_centerscale,90,0.37556818181818186,0.37500000000000006
A2_softmax,A2,softmax,align_centerscale,180,0.42234848484848486,0.42178030303030306
A2_arcface,A2,arcface,align_centerscale,0,0.0,0.0
A2_arcface,A2,arcface,align_centerscale,30,0.0,0.0
A2_arcface,A2,arcface,align_centerscale,60,0.027083333333333334,0.027083333333333334
A2_arcface,A2,arcface,align_centerscale,90,0.3581439393939394,0.3581439393939394
A2_arcface,A2,arcface,align_centerscale,180,0.34564393939393945,0.34564393939393945
A3_softmax,A3,softmax,canonical_npy,0,0.0035984848484848482,0.0
A3_softmax,A3,softmax,canonical_npy,30,0.007575757575757576,0.003977272727272728
A3_softmax,A3,softmax,canonical_npy,60,0.007765151515151515,0.004166666666666667
A3_softmax,A3,softmax,canonical_npy,90,0.39469696969696966,0.3910984848484848
A3_softmax,A3,softmax,canonical_npy,180,0.0071969696969696965,0.0035984848484848482
A3_arcface,A3,arcface,canonical_npy,0,0.0,0.0
A3_arcface,A3,arcface,canonical_npy,30,0.0,0.0
A3_arcface,A3,arcface,canonical_npy,60,0.0,0.0
A3_arcface,A3,arcface,canonical_npy,90,0.40132575757575756,0.40132575757575756
A3_arcface,A3,arcface,canonical_npy,180,0.0034090909090909094,0.0034090909090909094
A4_softmax,A4,softmax,align_pca_robust,0,0.004734848484848485,0.0
A4_softmax,A4,softmax,align_pca_robust,30,0.006818181818181819,0.0020833333333333337
A4_softmax,A4,softmax,align_pca_robust,60,0.004734848484848485,0.0
A4_softmax,A4,softmax,align_pca_robust,90,0.008712121212121213,0.003977272727272728
A4_softmax,A4,softmax,align_pca_robust,180,0.013068181818181819,0.008333333333333335
A4_arcface,A4,arcface,align_pca_robust,0,0.004734848484848485,0.0
A4_arcface,A4,arcface,align_pca_robust,30,0.0001893939393939394,-0.004545454545454545
A4_arcface,A4,arcface,align_pca_robust,60,0.006628787878787879,0.001893939393939394
A4_arcface,A4,arcface,align_pca_robust,90,0.006818181818181819,0.0020833333333333337
A4_arcface,A4,arcface,align_pca_robust,180,0.003787878787878788,-0.000946969696969697
A5_softmax,A5,softmax,align_anatomical,0,0.14696969696969697,0.0
A5_softmax,A5,softmax,align_anatomical,30,0.15208333333333335,0.005113636363636376
A5_softmax,A5,softmax,align_anatomical,60,0.14261363636363636,-0.004356060606060613
A5_softmax,A5,softmax,align_anatomical,90,0.14810606060606063,0.0011363636363636576
A5_softmax,A5,softmax,align_anatomical,180,0.13958333333333334,-0.007386363636363635
A5_arcface,A5,arcface,align_anatomical,0,0.14431818181818182,0.0
A5_arcface,A5,arcface,align_anatomical,30,0.1409090909090909,-0.003409090909090917
A5_arcface,A5,arcface,align_anatomical,60,0.14696969696969697,0.0026515151515151547
A5_arcface,A5,arcface,align_anatomical,90,0.1452651515151515,0.0009469696969696961
A5_arcface,A5,arcface,align_anatomical,180,0.14810606060606063,0.0037878787878788123
