config,alignment,loss,repr_mode,theta_deg,eer,delta_eer
A0_softmax,A0,softmax,raw_ply,0,0.07765151515151515,0.0
A0_softmax,A0,softmax,raw_ply,30,0.10511363636363637,0.027462121212121215
A0_softmax,A0,softmax,raw_ply,60,0.17708333333333334,0.09943181818181819
A0_softmax,A0,softmax,raw_ply,90,0.37272727272727274,0.2950757575757576
A0_softmax,A0,softmax,raw_ply,180,0.41875,0.3410984848484849
A0_arcface,A0,arcface,raw_ply,0,0.11931818181818182,0.0
A0_arcface,A0,arcface,raw_ply,30,0.1268939393939394,0.007575757575757569
A0_arcface,A0,arcface,raw_ply,60,0.20075757575757575,0.08143939393939392
A0_arcface,A0,arcface,raw_ply,90,0.3831439393939394,0.2638257575757576
A0_arcface,A0,arcface,raw_ply,180,0.3859848484848485,0.26666666666666666
A1_softmax,A1,softmax,align_center,0,0.01534090909090909,0.0
A1_softmax,A1,softmax,align_center,30,0.01647727272727273,0.0011363636363636385
A1_softmax,A1,softmax,align_center,60,0.09659090909090909,0.08125
A1_softmax,A1,softmax,align_center,90,0.3308712121212121,0.31553030303030305
A1_softmax,A1,softmax,align_center,180,0.3354166666666667,0.3200757575757576
A1_arcface,A1,arcface,align_center,0,0.0,0.0
A1_arcface,A1,arcface,align_center,30,0.0,0.0
A1_arcface,A1,arcface,align_center,60,0.04242424242424242,0.04242424242424242
A1_arcface,A1,arcface,align_center,90,0.3831439393939394,0.3831439393939394
A1_arcface,A1,arcface,align_center,180,0.4206439393939394,0.4206439393939394
A2_softmax,A2,softmax,align_centerscale,0,0.0,0.0
A2_softmax,A2,softmax,align_centerscale,30,0.004356060606060606,0.004356060606060606
A2_softmax,A2,softmax,align_centerscale,60,0.035037878787878785,0.035037878787878785
A2_softmax,A2,softmax,align_centerscale,90,0.3659090909090909,0.3659090909090909
A2_softmax,A2,softmax,align_centerscale,180,0.41193181818181823,0.41193181818181823
A2_arcface,A2,arcface,align_centerscale,0,0.0,0.0
A2_arcface,A2,arcface,align_centerscale,30,0.0,0.0
A2_arcface,A2,arcface,align_centerscale,60,0.045265151515151515,0.045265151515151515
A2_arcface,A2,arcface,align_centerscale,90,0.34564393939393945,0.34564393939393945
A2_arcface,A2,arcface,align_centerscale,180,0.3428030303030303,0.3428030303030303
A3_softmax,A3,softmax,canonical_npy,0,0.007575757575757576,0.0
A3_softmax,A3,softmax,canonical_npy,30,0.007575757575757576,0.0
A3_softmax,A3,softmax,canonical_npy,60,0.007954545454545454,0.00037878787878787776
A3_softmax,A3,softmax,canonical_npy,90,0.4035984848484848,0.39602272727272725
A3_softmax,A3,softmax,canonical_npy,180,0.007575757575757576,0.0
A3_arcface,A3,arcface,canonical_npy,0,0.0,0.0
A3_arcface,A3,arcface,canonical_npy,30,0.0005681818181818182,0.0005681818181818182
A3_arcface,A3,arcface,canonical_npy,60,0.0,0.0
A3_arcface,A3,arcface,canonical_npy,90,0.42083333333333334,0.42083333333333334
A3_arcface,A3,arcface,canonical_npy,180,0.0,0.0
A4_softmax,A4,softmax,align_pca_robust,0,0.008522727272727272,0.0
A4_softmax,A4,softmax,align_pca_robust,30,0.004734848484848485,-0.003787878787878787
A4_softmax,A4,softmax,align_pca_robust,60,0.004545454545454545,-0.003977272727272727
A4_softmax,A4,softmax,align_pca_robust,90,0.007575757575757576,-0.0009469696969696961
A4_softmax,A4,softmax,align_pca_robust,180,0.010984848484848486,0.002462121212121214
A4_arcface,A4,arcface,align_pca_robust,0,0.007954545454545454,0.0
A4_arcface,A4,arcface,align_pca_robust,30,0.008333333333333333,0.0003787878787878795
A4_arcface,A4,arcface,align_pca_robust,60,0.0071969696969696965,-0.0007575757575757572
A4_arcface,A4,arcface,align_pca_robust,90,0.014772727272727274,0.0068181818181818205
A4_arcface,A4,arcface,align_pca_robust,180,0.014583333333333334,0.00662878787878788
A5_softmax,A5,softmax,align_anatomical,0,0.1484848484848485,0.0
A5_softmax,A5,softmax,align_anatomical,30,0.1412878787878788,-0.007196969696969702
A5_softmax,A5,softmax,align_anatomical,60,0.140530303030303,-0.007954545454545492
A5_softmax,A5,softmax,align_anatomical,90,0.14640151515151517,-0.002083333333333326
A5_softmax,A5,softmax,align_anatomical,180,0.14583333333333334,-0.0026515151515151547
A5_arcface,A5,arcface,align_anatomical,0,0.1274621212121212,0.0
A5_arcface,A5,arcface,align_anatomical,30,0.1327651515151515,0.005303030303030309
A5_arcface,A5,arcface,align_anatomical,60,0.12821969696969698,0.0007575757575757902
A5_arcface,A5,arcface,align_anatomical,90,0.1327651515151515,0.005303030303030309
A5_arcface,A5,arcface,align_anatomical,180,0.13579545454545455,0.00833333333333336
